date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:20	2183/2183	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jul%202024%2021:34:36%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/loader.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/loader.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:20	7167/7167	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jul%202024%2021:48:08%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/logo.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/logo.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:21	95268/95268	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:33:33%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/css/custom.css	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/css/custom.css	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:21	73578/73578	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:34:39%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/index-2.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/index-3.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:21	70220/70220	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:00%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/index-3.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/index-4.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:21	72400/72400	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2010:27:22%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/index-2.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:21	74655/74655	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:34:49%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/index-4.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/index-5.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:22	71033/71033	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:34:30%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/index-5.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/index-6.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:22	62683/62683	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:15%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/about.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/about.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:22	35021/35021	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:08%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/service.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/service.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:22	25299/25299	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:16%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/service-single.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/service-single.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:22	25186/25186	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:45%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/blog.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/blog.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:23	17863/17863	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:23%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/blog-single.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/blog-single.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:23	24382/24382	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:23%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/team-single.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/team-single.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:23	18275/18275	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:01%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/gallery.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/gallery.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:23	25547/25547	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:30%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/team.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/team.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:23	22862/22862	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:44%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/technology.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/technology.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:24	28249/28249	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:36:37%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/testimonials.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/testimonials.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:24	41073/41073	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:53%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/faqs.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/faqs.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:24	12376/12376	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:07%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/404.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/404.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:24	21308/21308	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:38%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/contact.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/contact.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:25	30597/30597	---M--	200	added ('OK')	text/html	date:Mon,%2012%20Aug%202024%2013:35:30%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/appointment.html	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/appointment.html	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:25	7958/7958	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2019:51:00%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/dantist-doctor-img.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/dantist-doctor-img.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:25	6651/6651	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jul%202024%2023:29:44%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-hero-theeth-1.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-hero-theeth-1.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:25	7864/7864	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jul%202024%2023:41:10%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-hero-theeth-2.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-hero-theeth-2.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:26	5268/5268	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jul%202024%2023:41:20%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-hero-theeth-3.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-hero-theeth-3.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:26	328/328	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Jul%202024%2022:08:50%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-star.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-star.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:26	1955/1955	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Jul%202024%2022:28:02%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-cta-phone.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-cta-phone.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:26	7995/7995	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Jul%202024%2022:29:24%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-cta-time.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-cta-time.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:27	383498/383498	---M--	200	added ('OK')	image/png	date:Wed,%2010%20Jul%202024%2000:28:36%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/hero-img.png	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/hero-img.png	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:27	7278/7278	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202024%2000:52:34%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/about-experience-circle.png	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/about-experience-circle.png	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	9721/9721	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2018:20:10%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-1.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-1.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	8583/8583	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2018:20:22%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-2.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-2.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	172339/172339	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jul%202024%2000:54:02%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/about-us-img-1.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/about-us-img-1.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	8548/8548	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2018:20:32%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-3.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-3.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	146935/146935	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jul%202024%2000:56:32%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/about-us-img-2.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/about-us-img-2.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	14551/14551	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2018:20:40%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-4.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-services-4.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:28	9234/9234	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2022:39:22%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-1.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-1.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:29	9746/9746	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2022:39:36%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-2.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-2.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:29	11707/11707	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2022:39:44%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-3.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-3.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:29	7807/7807	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2022:39:52%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-4.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-4.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:30	18119/18119	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2022:40:02%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-5.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-5.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:30	88326/88326	---M--	200	added ('OK')	image/png	date:Sat,%2006%20Jul%202024%2022:38:30%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/why-choose-us-img.png	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/why-choose-us-img.png	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:30	12173/12173	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2022:40:10%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-6.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-why-us-6.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:30	1744/1744	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jul%202024%2000:25:32%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-how-it-work-1.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-how-it-work-1.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:30	8118/8118	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jul%202024%2000:25:40%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-how-it-work-2.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-how-it-work-2.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:31	9160/9160	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2007%20Jul%202024%2000:25:46%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-how-it-work-3.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-how-it-work-3.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:31	161707/161707	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Jul%202024%2021:45:02%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/how-it-work-img.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/how-it-work-img.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:31	149142/149142	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jul%202024%2000:43:22%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/team-1.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/team-1.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:32	165408/165408	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jul%202024%2000:45:34%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/team-3.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/team-3.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:32	4786/4786	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2006%20Jul%202024%2001:25:36%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-testimonial-quote.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-testimonial-quote.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:32	151705/151705	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jul%202024%2000:46:06%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/team-4.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/team-4.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:33	13374/13374	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jul%202024%2021:09:20%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/author-1.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/author-1.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:33	18222/18222	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jul%202024%2021:09:12%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/author-2.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/author-2.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:33	192091/192091	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jul%202024%2001:21:38%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/testimonials-img.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/testimonials-img.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:33	162184/162184	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jul%202024%2000:44:58%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/team-2.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/team-2.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:34	17342/17342	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20Jul%202024%2021:09:08%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/author-3.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/author-3.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:34	1384/1384	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2010%20Jul%202024%2018:29:02%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-location.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-location.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:34	1978/1978	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jul%202024%2019:07:04%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-phone.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-phone.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:35	2956/2956	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jul%202024%2019:07:40%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-mail.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-mail.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:35	8176/8176	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jul%202024%2019:07:22%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/icon-clock.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/icon-clock.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:35	7180/7180	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2005%20Jul%202024%2017:55:36%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/footer-logo.svg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/footer-logo.svg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:35	197528/197528	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2019:32:56%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/post-1.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/post-1.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:36	214635/214635	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2019:33:28%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/post-3.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/post-3.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:36	60635/60635	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Feb%202024%2003:34:44%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/js/bootstrap.min.js	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/js/bootstrap.min.js	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
20:07:36	194468/194468	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2019:33:12%20GMT	https://demo.awaikenthemes.com/html-preview/dentaire/images/post-2.jpg	C:/My%20Web%20Sites/samples/clinic/demo.awaikenthemes.com/html-preview/dentaire/images/post-2.jpg	(from https://demo.awaikenthemes.com/html-preview/dentaire/index.html)
